login,org
iddmalbuquerque,ps-corp-platform;ps-acquirer;ps-customer
igoncalves-db,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
integ-salt,ps-corp-platform
invillia-rmaximiano,ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
italosvieira,ps-corp-platform
iverandrade1994,ps-corp-platform;ps-psp
jecunha,ps-corp-platform
jfaria-uol,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
jmandl,ps-corp-platform;ps-infra
jmoraisgov,ps-corp-platform;ps-customer;pagseguro-core
joseeduardojuliano,ps-corp-platform;ps-infra;pagseguro-core
julio-pieri,ps-corp-platform;ps-psp;developer-productivity;pagseguro-core
jvilelaps,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
jwiltonn,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
lais-bertoni,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
laisandrade,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
lcomar,ps-corp-platform;ps-customer
lmendes8894,ps-corp-platform;developer-productivity
lmoritan,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
lucasmarinds,ps-corp-platform;ps-psp;pagseguro-core
lucasp-andrade,ps-corp-platform;ps-customer
luishmg,ps-corp-platform;ps-infra;developer-productivity
luiz-canassa-invillia,ps-corp-platform;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
luizrojo,ps-corp-platform;ps-infra;developer-productivity
lvcasrenan,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
marceloomoto,ps-corp-platform;ps-psp;developer-productivity;pagseguro-core
MarcoAndrade-Pags,ps-corp-platform;ps-infra;ps-customer;developer-productivity
marisborges,ps-corp-platform;pagseguro-core
marraes,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
marrocha-ps,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core;ps-commerce
MateusVT,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;pagseguro-core
matheusmss,ps-corp-platform;ps-acquirer;ps-psp;developer-productivity;pagseguro-core
mcicala,ps-corp-platform;ps-customer
nascied88,ps-corp-platform
npcarvalho,ps-corp-platform;ps-customer;pagseguro-core
nunes-augusto,ps-corp-platform;ps-customer
pahsilva,ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
phdsilva-pag,ps-corp-platform
primeflp,ps-corp-platform;developer-productivity
ps-datascience-jbrettas,ps-corp-platform
ps-hmatias,ps-corp-platform;pagseguro-core
ps-jassumpcao,ps-corp-platform
rafa-rp,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
rafaelbiz,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
ranoliveira,ps-corp-platform
rapha83,ps-corp-platform;ps-infra
rcarignato,ps-corp-platform
rebecabaldomir,ps-corp-platform
regis-araujo,ps-corp-platform;ps-customer;pagseguro-core
renmartins,ps-corp-platform;ps-infra;developer-productivity
rgpaixao,ps-corp-platform;ps-infra
ricardomoraiscabral,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
rjmanzoni,ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
rnicacio,ps-corp-platform;ps-customer
RodrigoRamos-Pags,ps-corp-platform;ps-customer
rosineygp,ps-corp-platform;ps-customer
rps-stabile,ps-corp-platform;pagseguro-core
rsabio-pags,ps-corp-platform;ps-customer;developer-productivity
runascimento,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core;ps-commerce
rvigoder,ps-corp-platform;ps-infra
rvisconde,ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
s2it-tsilva,ps-corp-platform;ps-customer
s2itCmiguel,ps-corp-platform;pagseguro-core;ps-balance-cards
s2itlmaturo,ps-corp-platform;ps-customer;ps-psp;developer-productivity
salsilva27,ps-corp-platform
sammypag,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
saulocn,ps-corp-platform;ps-acquirer;pagseguro-core
ScartonMarcelo,ps-corp-platform;ps-customer
SergioSOliveira,ps-corp-platform
shelcickyPs,ps-corp-platform;ps-customer;developer-productivity
skolenyak,ps-corp-platform;ps-acquirer;ps-psp;pagseguro-core
slekecinskas,ps-corp-platform;ps-infra;ps-psp
sre-alexandria,ps-corp-platform
tbdourado,ps-corp-platform;ps-acquirer
thiagolinoz,ps-corp-platform;ps-customer;developer-productivity;pagseguro-core
til-aaleixo,ps-corp-platform;ps-customer;ps-psp;pagseguro-core
til-asilva,ps-corp-platform;ps-customer;ps-psp;pagseguro-core
til-esilva,ps-corp-platform;ps-psp;pagseguro-core
tilhsilva,ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
tilscarvalho,ps-corp-platform;ps-customer;ps-psp;developer-productivity;pagseguro-core
tqi-raurora,ps-corp-platform;ps-infra;ps-customer;developer-productivity
uolllima,ps-corp-platform;ps-customer
Victor-Silva96,ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
viniciusmva,ps-corp-platform;ps-acquirer;ps-customer;pagseguro-core
viniciuspag,ps-corp-platform;ps-customer;developer-productivity
VinniToth,ps-corp-platform;ps-psp
vitorvmiguel,ps-corp-platform;ps-infra
vlonven,ps-corp-platform
vtegleidson,ps-corp-platform
wjoubert10,ps-corp-platform;ps-psp;pagseguro-core
wrpinheiro,ps-corp-platform;ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
zherro,ps-corp-platform;ps-acquirer;ps-apichannel;ps-psp;developer-productivity;pagseguro-core
marcosjoe,ps-infra
Adolfo-Pira,ps-acquirer
agiovaninipagseguro,ps-acquirer;ps-psp
ajjuniorPag,ps-acquirer;ps-psp
alberto-fragala-neto,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
alesilva,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
alexandre-luz,ps-acquirer;ps-customer;developer-productivity
aljsilva,ps-acquirer;ps-customer
anaurias,ps-acquirer;ps-psp;ps-crossborder
andrecristiani-ps,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
andredieguesrodrigues,ps-acquirer
andrelcmoreira,ps-acquirer
andrelenon,ps-acquirer;ps-customer;pagseguro-core
andrelimasantos,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
andrevieirabr,ps-acquirer
aparecidosteixeira,ps-acquirer;ps-psp
aspineli,ps-acquirer;ps-customer;ps-psp;ps-crossborder
AugustoCalado,ps-acquirer;ps-psp;pagseguro-core
bcarrijo,ps-acquirer;ps-psp;pagseguro-core
blucino,ps-acquirer;ps-apichannel;ps-psp;developer-productivity
bronzelle-pagseguro,ps-acquirer
brunasilvestre,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
brunoluzardi,ps-acquirer;ps-psp;pagseguro-core
caiokissajikian,ps-acquirer;ps-customer
CaioMaia95,ps-acquirer;ps-psp
ccaparroz,ps-acquirer
Clarinalee,ps-acquirer;ps-customer;ps-psp
ctl-rcoimbra,ps-acquirer;ps-customer;pagseguro-core
DaniloTerra,ps-acquirer;ps-psp;ps-crossborder
danilotuzita,ps-acquirer;ps-psp
dannylo,ps-acquirer;ps-customer;pagseguro-core
dantas-diego,ps-acquirer;ps-customer
dfelix82-pag,ps-acquirer;ps-psp;pagseguro-core
dionisioedu,ps-acquirer;ps-psp
dpassarellas,ps-acquirer;ps-customer;ps-psp;ps-crossborder
Droissor,ps-acquirer;ps-psp;pagseguro-core
dysilva,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
eduarda-castroresende,ps-acquirer;ps-customer;ps-psp
elemospags,ps-acquirer
eluppi,ps-acquirer
engdoreis,ps-acquirer;ps-psp
exsousa,ps-acquirer;ps-psp;pagseguro-core
fabiosako,ps-acquirer;developer-productivity;pagseguro-core
fas-tjoaquim,ps-acquirer
fcoutinho-uolinc,ps-acquirer;ps-customer;ps-psp;developer-productivity;ps-crossborder
felipefug,ps-acquirer;ps-psp;ps-crossborder
fenevesfanado,ps-acquirer;ps-customer;ps-psp
fernandoutikawa,ps-acquirer;ps-apichannel;ps-customer;ps-psp;pagseguro-core
FRezk,ps-acquirer;pagseguro-core
fvdacesar,ps-acquirer;ps-psp
Gabasco,ps-acquirer
gkonishi,ps-acquirer;ps-customer;ps-psp
gpdrsilva,ps-acquirer;ps-crossborder
GuiCoppini,ps-acquirer;ps-psp;pagseguro-core
gvaldevieso,ps-acquirer;ps-customer;ps-psp;ps-crossborder
hevilavio,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
hfgatti,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
iagosaito,ps-acquirer;ps-psp;pagseguro-core
ibagliotti,ps-acquirer
idd-csardi,ps-acquirer;ps-psp
idd-djapiassu,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
iddscamargo,ps-acquirer;ps-psp
imai87,ps-acquirer;ps-psp;pagseguro-core
imitsuoka,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
jamilla-hs,ps-acquirer;ps-customer;ps-psp;pagseguro-core
jbailao,ps-acquirer;ps-crossborder
jcampagna-pagseguro,ps-acquirer;ps-psp
jcserpa,ps-acquirer;ps-psp;developer-productivity
jeanlks,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
jeanlucasparra,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
jfalcao99,ps-acquirer
jhorodrigues,ps-acquirer;ps-psp;pagseguro-core
jose-addario,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
joseantoniosf,ps-acquirer;ps-customer;pagseguro-core
joteixeira,ps-acquirer;ps-customer;ps-psp
Karlos-Kyoto,ps-acquirer;ps-customer;ps-psp;pagseguro-core
kfortaleza,ps-acquirer;ps-psp
kimcavalcanti,ps-acquirer;ps-psp;pagseguro-core
lcarlos-uolinc,ps-acquirer;ps-customer;ps-psp;developer-productivity
ledandre,ps-acquirer;developer-productivity;pagseguro-core
lenildosilva,ps-acquirer;ps-psp
leostb,ps-acquirer;ps-customer;ps-psp;pagseguro-core
lferro1,ps-acquirer;ps-psp
lgdias213,ps-acquirer
lpiva,ps-acquirer;ps-psp
lriul,ps-acquirer;ps-customer;ps-psp;pagseguro-core
lucasfe,ps-acquirer
lucasfigueiredoweb,ps-acquirer;developer-productivity;pagseguro-core
lumachado,ps-acquirer;ps-psp;ps-crossborder
mabiosb,ps-acquirer;ps-customer;ps-psp
marcelo-sigueoka-pagseguro,ps-acquirer
marcos-tito,ps-acquirer;ps-psp;pagseguro-core
mariocjfilho,ps-acquirer;ps-psp;pagseguro-core
marpriori,ps-acquirer;ps-customer;ps-psp;developer-productivity;ps-crossborder
martin-uolinc,ps-acquirer
matheusaguiardevuol,ps-acquirer
mgregorio-ps,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
moniqueesteves,ps-acquirer;developer-productivity
mrvasconcelos,ps-acquirer;ps-psp;pagseguro-core
msarmento-uol,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
mvcamargo,ps-acquirer;ps-psp
mykubota,ps-acquirer;ps-psp
nelsonjunior-developer,ps-acquirer;ps-customer;pagseguro-core
ngoncalvesjunior,ps-acquirer;ps-psp;ps-crossborder
noriakijr,ps-acquirer;ps-customer;ps-psp;pagseguro-core
nseawright,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
ofariasuol,ps-acquirer
pag-rdantas,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
pag-woliveira,ps-acquirer;ps-psp;pagseguro-core
Paul0henr1qu3,ps-acquirer;ps-psp;pagseguro-core
paulorsm,ps-acquirer;ps-psp;pagseguro-core
pedrosymon,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
ps-mstoppa,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
ps-rmacario,ps-acquirer;ps-apichannel;ps-customer;ps-psp;developer-productivity;pagseguro-core
rbenatti7,ps-acquirer;ps-customer;ps-psp;ps-crossborder
rbertacchiuolinc,ps-acquirer
rcavallini-pags,ps-acquirer;ps-psp
renandelmonico,ps-acquirer;ps-psp;ps-crossborder
requenaalx,ps-acquirer;ps-customer;ps-psp;developer-productivity;ps-crossborder
resouza,ps-acquirer
rferreira-pag,ps-acquirer;ps-poschannel;ps-psp;pagseguro-core
rgarcete,ps-acquirer;ps-psp
RicardoJeronymo,ps-acquirer;ps-apichannel;ps-customer;ps-psp
rkina,ps-acquirer;ps-psp
robueno,ps-acquirer;ps-psp;pagseguro-core
rodrigo-mf,ps-acquirer;ps-customer;ps-psp;pagseguro-core
roneichiarandi,ps-acquirer;ps-customer;ps-psp;ps-crossborder
rpeixoto-pagseguro,ps-acquirer
Rsalum,ps-acquirer;ps-customer
rudilei,ps-acquirer;ps-customer;pagseguro-core
rudolfoborges,ps-acquirer;ps-psp
sisinioj,ps-acquirer;ps-psp
SRGalan,ps-acquirer
svacc-monterrey,ps-acquirer;ps-psp
svcacgithubconfig,ps-acquirer
tdiascastro,ps-acquirer;ps-psp;pagseguro-core
tgeraldo,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
thaistorres,ps-acquirer;pagseguro-core
thalestaiko,ps-acquirer;ps-customer;pagseguro-core
ThiagoGuy,ps-acquirer;ps-psp;pagseguro-core
tiagosantosuol,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
til-fnunes,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
tilbrodrigues,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
tthashimoto,ps-acquirer;pagseguro-core
tvcr,ps-acquirer;ps-psp
uol-bdarcolitto,ps-acquirer;ps-customer;ps-psp;developer-productivity;pagseguro-core
vmatosinho,ps-acquirer;ps-psp
vrxlrodrigues,ps-acquirer;ps-psp
vrxlsantos,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
vrxvsilva,ps-acquirer
WagnerGouvea,ps-acquirer
warrior-graph,ps-acquirer;ps-customer
wellyfrs,ps-acquirer;ps-psp;developer-productivity;pagseguro-core
wssoaresgit,ps-acquirer
ycordeiro,ps-acquirer
everaldocpereira,ps-apichannel;ps-customer
MessiasLucas,ps-apichannel
vte-kelvin,ps-apichannel
agataaraujo,ps-yami
BetaMedina,ps-yami
camiladefensor,ps-yami;ps-customer
carloscarucce,ps-yami;ps-customer
diogomachado1,ps-yami
felpgoes,ps-yami;ps-customer
guspelozzi,ps-yami
jeanfernandesComp1997,ps-yami
jomadee,ps-yami
Tuzizon,ps-yami
vbittencourt,ps-yami;ps-customer;developer-productivity;ps-crossborder
abezerraa,ps-customer;ps-psp;developer-productivity;pagseguro-core
alissonfrodrigues,ps-customer;ps-crossborder
atillaSilva,ps-customer
bmatsuda,ps-customer;ps-psp;developer-productivity;pagseguro-core
BrennoMatheus,ps-customer
brunohjs,ps-customer
bzumpano,ps-customer;developer-productivity;ps-commerce
cavieira-uolinc,ps-customer;pagseguro-core
cin-rsouza,ps-customer
cleverton-heusner,ps-customer
crmpagseguro,ps-customer
ctlgcustodio,ps-customer
danielhs1,ps-customer
davidcacau-inv,ps-customer;pagseguro-core
edtaniguchipag,ps-customer;ps-psp;pagseguro-core
emangueira,ps-customer
femello-uolps,ps-customer;ps-psp;developer-productivity;pagseguro-core
fredoliveira-ca,ps-customer;ps-psp;developer-productivity;pagseguro-core
fsantana10,ps-customer
g-lach,ps-customer;pagseguro-core
gabrielnobregal,ps-customer;ps-psp;developer-productivity;pagseguro-core
gabrielpiovani,ps-customer;ps-psp;pagseguro-core
Gazola2,ps-customer
gkessa,ps-customer
hborgo,ps-customer;ps-crossborder
idd-coliveira,ps-customer;ps-psp
idd-eborges,ps-customer;ps-psp;developer-productivity
idd-eoliveira,ps-customer;ps-psp;developer-productivity
idd-rcardoso,ps-customer;ps-psp;developer-productivity
iddjsantos,ps-customer;pagseguro-core
iddmmaine,ps-customer
igormfreitas,ps-customer
iiurydias,ps-customer;ps-crossborder
imarcoss,ps-customer
jefferbrandao,ps-customer;ps-psp;pagseguro-core
jogomes-ps,ps-customer;ps-psp;developer-productivity
jovanelli,ps-customer
lcasferreira,ps-customer
loehard,ps-customer;developer-productivity
lsofranco,ps-customer
lusimoes,ps-customer;ps-psp;developer-productivity
marcellocaron,ps-customer
MateusWMachado,ps-customer
MateusZ36,ps-customer
mathefelix,ps-customer;ps-psp;pagseguro-core
matheusdelgado2,ps-customer
mkosan-uol,ps-customer
myu-westfall,ps-customer;ps-commerce
NBomtempo,ps-customer
nsdgfonseca,ps-customer;ps-psp;ps-commerce
PabloLSF,ps-customer
Paulo-Filipe,ps-customer
pedroivocorreia,ps-customer
raphaelkoszalka-zz,ps-customer
renangtmps,ps-customer;pagseguro-core
RoFalcao,ps-customer;ps-psp
RogerioAguilera,ps-customer
rorodriguesfreitas,ps-customer;ps-psp;pagseguro-core
s2it-lsantos,ps-customer
s2itjsantos,ps-customer;ps-psp;developer-productivity;pagseguro-core
s2itmthomaz,ps-customer;developer-productivity
s2itrmoraes,ps-customer;ps-psp;pagseguro-core
s2itvluis,ps-customer;developer-productivity;pagseguro-core
svcacc-ps-customer-compliance,ps-customer
svcaccgithubrep,ps-customer
sylviofreire,ps-customer
tcribeiro,ps-customer
tqidfaria,ps-customer
Vassopoli,ps-customer
Veigaribo,ps-customer
wfranco123,ps-customer
wladneto,ps-customer
adrianodsq,ps-poschannel;ps-psp
alyssonalveslima,ps-psp;developer-productivity;pagseguro-core
ghbarros,ps-psp;developer-productivity
idd-jcruz,ps-psp;developer-productivity;pagseguro-core
jaisonpureza,ps-psp;ps-crossborder
jbelgamazzi,ps-psp
jefersoncapobianco,ps-psp
jeffersonbraz,ps-psp
ligiamoreira,ps-psp;pagseguro-core
lmoritaa,ps-psp;ps-crossborder
mharnischpag,ps-psp;developer-productivity;pagseguro-core
mlusca,ps-psp;ps-crossborder
MTVA,ps-psp;pagseguro-core
renanmpimentel,ps-psp;ps-crossborder
rlsilva-boacompra,ps-psp
s2itlgoncalo,ps-psp;pagseguro-core
s2itwholanda,ps-psp;pagseguro-core
suaoliveira,ps-psp;pagseguro-core
danilohenrique17,developer-productivity;pagseguro-core
edloro,developer-productivity
Jefferson-Braz,developer-productivity
ricardoplens,developer-productivity
jarturp,pagseguro-core
s2itemunhoz,pagseguro-core
abrunamartini,ps-commerce
AnaGMendesPedroso,ps-commerce
AndersonFriaca,ps-commerce
andrelugomes,ps-commerce
anniasebold,ps-commerce
bibsbarreto,ps-commerce
brdolenc,ps-commerce
carlosyamakawa,ps-commerce
davi-alvarenga,ps-commerce
deecampos,ps-commerce
diogoalima,ps-commerce
FederalCircle,ps-commerce
FlaviaMYasuda,ps-commerce
gnunesinf,ps-commerce
hmattos,ps-commerce
hokauz,ps-commerce
isotopic,ps-commerce
JefersonUrbieta,ps-commerce
JoaoFagundes,ps-commerce
lazambuja,ps-commerce
leandrobortoli,ps-commerce
losoliveirasilva,ps-commerce
lucasprim,ps-commerce
marcotterra,ps-commerce
Matheuslm10,ps-commerce
monteirocicero,ps-commerce
natankruger,ps-commerce
nsd-tgoncalves,ps-commerce
pablobender,ps-commerce
rpontes,ps-commerce
silvioamalfi,ps-commerce
svcacc-sumare,ps-commerce
thalita12,ps-commerce
csazevedo-boac,ps-crossborder
dsanto-uol,ps-crossborder
gugabsi,ps-crossborder
jvermelho,ps-crossborder
lmelquiades,ps-crossborder
lucmarques-uol,ps-crossborder
rmilitao,ps-crossborder
